,Unnamed: 0,Username,Location,Date Created,Tweet
466,466,HotBlkCoffee,,2016-09-17 19:26:45,Wolves in Sheep Colthing Literally. #NoSugarNoCream #GeorgeFloydprotest #BreonnaTaylor #Blackmen #BlackWomen… https://t.co/g2HelfkT11
467,467,erinswider,"Austin, Texas",2009-06-02 17:09:38,The slap made it all worthwhile! #KarenStrikesAgain #racistkaren https://t.co/GxrMvsUv8J
468,468,GilliWillie,I could be Anywhere 🌏🌍,2012-07-28 13:10:55,Someone name that #KarenStrikesAgain https://t.co/DblqcIkqbz
469,469,C_Rich75,Global & Universal,2011-03-31 02:03:46,"#KarenStrikesAgain 
White women slammed for 'vile' protest behavior: 'They are taking advantage'
https://t.co/P3ZhfTY0Il"
470,470,pink80sgirl,Beyond The Yellow Brick Road,2009-03-20 03:04:34,Boom! #KarenStrikesAgain https://t.co/GyjlRVsy3f
471,471,kenhurtinc,"Indianapolis, IN",2017-01-10 15:38:46,"The friggin Karen's just won't quit...
#Karen 
#KarenStrikesAgain 
#Karens https://t.co/0WYpMMz7Va"
472,472,kinspire2,Daytona Beach ,2013-12-11 23:43:54,#GeorgeFloyd #BlackLivesMattters #JusticeforBreonnaTaylor #Karens #KarenStrikesAgain. SMH all I can say folks and p… https://t.co/DRlU1s6L3R
473,473,BuckeyeBob35,"Columbus, Oh",2013-07-23 21:14:24,"@KLoeffler @realDonaldTrump #BarbieCrook says what?
#GOPComplicitTraitors 
#KarenStrikesAgain https://t.co/o9b56PrOCU"
474,474,mzflyness79,Everywhere but Nowhere.,2009-07-10 23:59:23,She had ALL OF her ANCESTRY behind that smack.😏👏🏿👏🏿👏🏿😂😂 #KarenStrikesAgain #MondayMotivation https://t.co/NOCH9BTj7h
475,475,21Henchman,,2020-05-28 12:23:03,@TomiLahren And right on que. Tomi starts spewing division for profit... #KarenStrikesAgain #mediawhore #nazibarbi https://t.co/qfau4q1yle
476,476,KarenStrikes,,2020-06-04 11:55:33,"Another entitled Karen refuses to wear mask in store, brilliant reaction from the staff 

#KarenStrikesAgain… https://t.co/QepPWcj5ht"
477,477,KMartinPhotog,sunshine state,2011-09-09 08:06:12,I feel sorry for women named Karen who are actually nice and respectful citizens. We just tok your name and ran wit… https://t.co/xvt04QdQSt
478,478,held_space,Everywhere,2016-11-25 21:37:19,Don't leave the house without that phone camera set to video... entitlement is always oozing out of these Karens.… https://t.co/lMVxtc1Xe4
479,479,ScottSandry,,2007-09-11 19:39:07,#NancyPelosi is the queen of the #Karens. #KarenStrikesAgain
480,480,kaffehipstern,,2014-07-29 16:21:32,"There are #Karens  all over the world behaving like this!
Karen, pls this is not a Discord chat! 
We see you!… https://t.co/xdd3tAYIUk"
481,481,BoiseResists,,2009-08-30 05:23:14,#KarenStrikesAgain and got struck back. https://t.co/GfLNAYSsQ3
482,482,baddest_goodgrl,"Phoenix, AZ",2016-09-16 05:00:57,How do you tell your aunt she’s a racist Karen with respect? Asking for a friend #exposeracists #Karen #KarenStrikesAgain #BLM
483,483,6DoubleEntendre,NO EXCUSE to Success,2012-03-07 21:46:06,"#WhatMenCanDoForWomen 
NOTHING 
WE ARE ""EQUAL"".
NOT really, woman are superior b/c they can order cops to arrest me… https://t.co/eH1MAhbOWK"
484,484,skjinniiee,,2020-05-07 05:42:23,@LA_CHI_MO_LALAA @Giyuu_Girl @Na_bi_butterfly @yoonxhobi @hoseokstiddies_ This threat is chaotic and im here for it💀💀#KarenStrikesAgain
485,485,SayNoMore122011,,2010-10-03 19:16:24,"Tamara Harrian A.K.A #Karen is a lawyer and an ""active member of her church"" where she's OBVIOUSLY not paying atten… https://t.co/7V8LwP8Qvb"
486,486,kenhurtinc,"Indianapolis, IN",2017-01-10 15:38:46,"Karen's husband...Richard.
#karenshubby
#KarenStrikesAgain 
#Karens 
#Loser https://t.co/UirkxTEHQM"
487,487,reginaCA2ATX,"Portland, OR",2014-09-17 19:15:36,"More Karens need a slap or two 👏👏

#KarenStrikesAgain https://t.co/pw8QU9XLAE"
488,488,JamesLewisGrim2,Manchester England,2017-09-27 21:59:31,"@narenkicole @Paula55855 @surrealsermons @VinnieoDowd Just posted on Twitter, and I thought of you,… https://t.co/F9Vc0hXgY2"
489,489,logic174,SXSW,2010-09-09 07:13:00,"During today’s press conference in NYC, the comments are wild. #KarenStrikesAgain 

https://t.co/ZFT387vMRu https://t.co/WVKWUIoZhy"
490,490,DTown15587443,,2020-03-06 16:58:02,@kingsrush The slap was well deserved and should have come sooner and harder.  trump’s America truly  sucks.… https://t.co/mhZ9EkQdEc
491,491,Yvethi,LONDON,2009-02-20 14:54:01,@Tilley101 WHO MADE SLAVERY LEGAL ‘back in the day’? Did you ask black people first ? What makes you think it’s oka… https://t.co/PvBWJYCTmk
492,492,LxixJake,,2020-04-26 00:04:28,Did you know that there’s water in vaccines #Karen #KarenStrikesAgain
493,493,WEARELEV8,"Los Angeles, CA",2018-04-28 09:33:44,Do we know who this “Karen” is? Let’s find out! I’m sure someone knows! This is ridiculous as well as more customar… https://t.co/rhdBsMuWh1
494,494,wtfdic_hour,"Boston, MA",2018-07-02 23:28:06,So some of Gina Castiello’s fellow Revere Trumpies apparently are planning on disrupting a #BlackLivesMatter protes… https://t.co/xtezxYYLGE
495,495,cyon66,,2010-09-08 02:34:52,"Geeze, this entitlement is fucking stupid. #LoveNotHate #BlackLivesMatter #EndRacismNow #Awareness… https://t.co/Z9zUy8PZa4"
496,496,velvetrhino,,2019-12-26 21:08:21,Karen example #234 the “shockmouth” #KarenStrikesAgain #karensgonewild  https://t.co/bM4BqORQWn
497,497,AnnaLeighSpeaks,#Oklahoma,2019-11-20 23:15:14,@dcwidney @MrAndyNgo David must be #KarenStrikesAgain husband or husband wife or maybe wifey-wife-wife husband. How… https://t.co/JFKvgEJif3
498,498,soniajesq,Texas!,2009-03-18 07:12:54,"@SH3L0B @hopegriffin @PDX_DianeS @kingsrush Pure genius! 
#KarenStrikesAgain"
499,499,crypto_Turd,,2017-10-14 13:39:17,"@G0DSearch @warpaul @DrIbram @CornelWest Wow!  You found one person!  Great job, #KarenStrikesAgain !  

You see wh… https://t.co/qncJvOjV96"
500,500,soniajesq,Texas!,2009-03-18 07:12:54,"@DontGiveMEaWea1 @mmpadellan But there’s video, so she can say what she likes, she’s stuck with the truth.… https://t.co/1lEj2kbkVm"
501,501,AlphaSinnerMan,"Cape Coral, FL",2011-11-08 19:40:20,"Gotta love instant karma.🤣

She should have gave her the back of the hand...

What makes these Asshats think this k… https://t.co/h3hefLGeuS"
502,502,dvddms,"Montréal, Québec",2016-03-11 10:54:16,@LikeLinda2013 @ErrolWebber @realDonaldTrump Looks like we have ourselves a Karen here. Fingers in her ears blinded… https://t.co/ItiCd3hnaM
503,503,lizmckenzie55,"Milwaukee, WI",2009-10-05 19:08:04,"You just can't fix stupid. #KarenStrikesAgain Again.

Woman accused of spitting on teen protester arrested for 2nd… https://t.co/BEbRlYpBTl"
504,504,soniajesq,Texas!,2009-03-18 07:12:54,@SusanaDee @filo22222 @BobbyPortishead @mmpadellan So she knows she can’t file a police report because she’s going… https://t.co/b9E1TXpu8G
505,505,kdubbs222,"Florida, USA",2012-05-25 17:43:57,Some Karens are cool AF! This one made me spit out my covfefe #KarenStrikesAgain #KarenGoneWild #protests2020 https://t.co/B8Fn6MrobH
506,506,momsomeness,"Oklahoma, USA",2012-12-13 18:00:14,"Here’s a racist #Karen getting SLAPPED for telling a woman to “Go back to her country.” 👏 
@kathygriffin… https://t.co/2kBzLzmRK5"
507,507,Beebopalula21,,2020-05-31 11:08:56,@semperdiced #KarenStrikesAgain getting exactly what she deserves
508,508,kaffehipstern,,2014-07-29 16:21:32,"EY.. yea you waky paky! 

#BlackLivesMatternyc 
#BlackLivesMatterFinland 
#BlackLivesMattersweden… https://t.co/NIbYJnkBMg"
509,509,patios83,"Detroit, MI",2019-07-02 01:13:53,"ok, this is just brilliant. #KarenStrikesAgain https://t.co/L0nKSSn5ZR"
510,510,s0fiaoliveira,,2020-06-04 06:51:11,"who invented the name karen and why does it fit so perfectly 

#Karen #KarenStrikesAgain #Karens"
511,511,s0fiaoliveira,,2020-06-04 06:51:11,my geography teacher reminds me of karens she had the vibe of like someone who would report a baby for staying on t… https://t.co/7JYamZBZdL
512,512,LegionCoV19,,2017-06-15 17:37:21,Freedom of speech.... Right??? #KarenStrikesAgain
513,513,lady_norml419,Whoville usa Virginia,2011-11-29 04:42:38,"Woman slapped across face after racist rant yelling at Hispanic woman https://t.co/1T4Klxxexu via @MailOnline 
Ha h… https://t.co/Hbtb4pPOTd"
514,514,paulsbootique,"Strayla, South-ish.",2009-07-20 03:02:57,This amazing.. #KarenStrikesAgain https://t.co/tBhYHTv3mK
515,515,angiendamion,"Sylmar, Los Angeles",2010-02-21 19:33:21,#KarenStrikesAgain #KARENHADITCOMING She got what she deserved 👋🏼 https://t.co/CcKv2I0sHT
516,516,EatsGoats,On the blue and white one,2020-02-12 09:50:22,"#KarenStrikesAgain #KarenGoneWild @TheSpec 

Wants to have 106 year old telephone pole still in use removed from pr… https://t.co/WH1EJv0Au0"
517,517,nc_carol,in my own special place,2009-03-03 05:20:51,"Saw another ""Karen "" video today. These women are all over America- everywhere. This is a problem that I think, we'… https://t.co/K0Wm2ilhfq"
518,518,KarenStrikes,,2020-06-04 11:55:33,"Part 2. Karen uses racial slur and spits.

#KarenStrikesAgain #KarenGoneWild #karen #Karens #karensgonnakaren #BLM… https://t.co/lWM1O62vLV"
519,519,pbosslady,"Atlanta, GA",2009-03-06 01:21:40,@DailyMail #KarenStrikesAgain got the #arizonaicedTEETH sweetness slapped out of her  mouth. That slap was for the… https://t.co/k863RLyhf5
520,520,KarenStrikes,,2020-06-04 11:55:33,Crazy shouting racist New York Subway Karen (displaying typical LV Bag signifier) physically abusing someone before… https://t.co/CAm8vibrw2
521,521,FuckoffKaren1,White Male Privilege land! ,2020-05-22 08:53:54,Is the a kevin or a karen? wtf.. i just cannot tell what flavour. in any case trying to outrun a cop half her size… https://t.co/pwquSgf5b3
522,522,fwbrowne,New York City,2009-08-21 18:08:41,@Comedydaddy @frangeladuo @XorjeO @DShabazzWorld @politicalcomic @LeighannLord @RhondaHansome @JoyAnnReid… https://t.co/1w3jsWY4rY
523,523,CrystalHess,United States,2008-04-15 20:10:29,"@RealSaleemJuma The Latino lady was nice, #KarenStrikesAgain should be thanking her wide side that she only slapped her!"
524,524,JoshuaKYEOT,K.Y.E.O.T,2009-08-21 21:54:41,I feel as though this depicts the sentiments of a lot of ppl. Your short term memory loss that causes you to forget… https://t.co/izQfrLN37J
525,525,MariaJohnson81,,2010-09-15 18:54:16,@freda15a @AlexKouam Oh yes it is. You just haven't realised yet. #KarenStrikesAgain #Karens #Karendemic #Karen
526,526,JoshuaKYEOT,K.Y.E.O.T,2009-08-21 21:54:41,She's scared and needs protection from the people that she is pursuing... sounds legit #KarenStrikesAgain… https://t.co/F5inId6ceK
527,527,notthepretty1,,2020-01-20 00:17:22,#KarenStrikesAgain #Karendemic #KARENHADITCOMING I am NOT for violence EVER but god I love the sound of that SLAP https://t.co/HrVOCQ60vS
528,528,RealSaleemJuma,"Bellevue, WA",2019-03-31 07:42:55,"Apparently the #Racist #Karens are out in force. 🤷

This #Karen went up to a Girl at a Gas Station and demanded to… https://t.co/2b5ZYw7uJe"
529,529,ProfessorBeast2,"Massachusetts, USA",2019-01-21 20:53:23,Contagion! Racial Injustice! A Murderous Karen! I host the ever timely Night of the Living Dead #KarenStrikesAgain… https://t.co/b3yxHBnl0H
530,530,PatBowler3,"Greenville, SC",2017-06-29 13:40:56,@OfficerHodge @ScottPresler @realDonaldTrump That trend will continue. Follow a clown....expect a circus. #KarenStrikesAgain
531,531,RLeonSapp,"Dallas, GA",2014-02-27 14:28:40,@Jwheels_74 Yo!!!! She literally got sense smacked into her!  Enlightenment happened with the smack and revelation… https://t.co/CgacgynCd4
532,532,AqutaIIion,ᴜɴɪᴅᴇɴᴛɪғɪᴇᴅ,2020-03-08 01:13:02,If this was not recorded Karen would of called the cops and the cops would have 💯 charged the other woman and don't… https://t.co/wCQIzMXS8M
533,533,nihaocharles,"Arcadia, CA",2015-06-10 17:58:23,Karen versus a Real American - The Movie👋🏼 #KarenStrikesAgain https://t.co/b4D3GVNsAM
534,534,SummerKayyyyy,"Sacramento, CA",2018-09-11 12:55:30,Satisfying beyond words... bravo! We ain't taking it anymore!! #EndRacismNow #DumpTrump #DumpTrump2020… https://t.co/NS0G5aetgw
535,535,Dumi_Mitch,South Africa,2009-07-17 00:42:47,Oh My God 😂#KarenStrikesAgain https://t.co/LA55vqFzXM https://t.co/dBjIHpabsN
536,536,DontButtercup,"Philadelphia, PA",2019-11-21 00:33:23,"@travelmileponts @PhoenixNews @abc15 Thanks for the info!

Ignorant! She must have skipped the US history class on… https://t.co/G3VCV8qtok"
537,537,ShutUpWearAMask,,2020-01-07 08:09:00,"@kingsrush This gives me so much joy! 🤣

For all the times I’ve ever been called an “angry” black woman... this is… https://t.co/wAxyumo7np"
538,538,trinidadliving,The Lymers Republic,2014-01-28 16:07:04,#KarenStrikesAgain but this time victim strikes back! https://t.co/6pfCLYPxix
539,539,justxamdi_,,2020-06-07 02:59:36,damn black people cant even make a fucking tik tok w/o being suspicious. #KarenStrikesAgain https://t.co/oqibiHoZkk
540,540,NYCShopGuide,"Manhattan, NYC",2009-08-30 00:35:09,Karen is everywhere! #KarenStrikesAgain #karen https://t.co/2x7Z0JfTRi
541,541,rihliz,,2020-06-04 04:44:21,Me about to go off on Karen at work but I’m a broke college student so I have to keep my job. #CollegeStudent… https://t.co/K3eVsrjLVo
542,542,glasscitythug,United States,2015-08-28 03:19:19,@JenniferKeilba1 @asha_rose_ @KaitMarieox I vow not to pull my phone out of your attacked by police...I’ll mind my… https://t.co/WlMKQ0k9qj
543,543,kenjibungostray,South Africa,2017-08-08 12:56:37,"@CindyHarriman @terrycrews Lol I can't with these racist people, can Jane Elliott please please... Knock some sense… https://t.co/RIobSXuA8w"
544,544,mamamiaolia,,2009-07-15 06:28:08,"Is...this a #KarenStrikesAgain? Like i dont care that I'm not invited, I'm going to do it anyway? https://t.co/j2rcwu8924"
545,545,FedUpWStupidity,"Pittsburgh, PA",2015-11-06 04:06:31,"#racist #KeepYourHandsToYourself #DontStartNone #KarenStrikesAgain #Arizona #GasStation 
 Woman gets slapped in the… https://t.co/im2q6QSmcJ"
546,546,bcnul8tr,Any Place,2009-05-04 01:30:49,How many times Karen gonna think she can point a finger in someone's face and demand their birth origin without con… https://t.co/bUaxgHxzGG
547,547,barricade450, USA,2016-11-26 04:20:44,"#KarenStrikesAgain acting up again!
Check out Marcos Alonzo Famous's video! #TikTok https://t.co/bw6Tnv2D58"
548,548,Ajones32,"Charlotte, NC",2008-11-18 19:47:44,She got slaughtered #karen u are the ultimate immigrant #KarenStrikesAgain  https://t.co/p36bLaTJrE
549,549,DBShovel,"Theta, TN",2020-02-11 11:40:12,Another freakin #Karen #KarenStrikesAgain Glad she got #BitchSlapped  https://t.co/PfTIUgLfWo
550,550,Beutifulgame,No Planet B,2012-10-28 12:58:15,"@DisTrumpia The guy video recording is awesome!
#KarenStrikesAgain"
551,551,Doublespresso2,Florida,2009-05-05 20:46:33,Latina power. #latinasdoitbetter #latina #KarenStrikesAgain https://t.co/EGz1TjmSfK
552,552,Sheilby24,Jersey,2011-06-01 20:22:03,Guy arrested for dancing in the street while black. #KarenStrikesAgain #EndPoliceBrutality https://t.co/R2xLm5iACx
553,553,NeiljaHarewood,"California, USA",2017-01-22 01:00:20,@kingsrush Karen probably hasn't learned not to tell people to go back where they came from but I'll bet she won't… https://t.co/1bsk5iYg5O
554,554,KenC66ManU,"California, USA",2019-08-31 22:43:32,@Jen_McAfee @RepThomasMassie @Liz_Cheney @realDonaldTrump 🤣😂🤣😂❄️🤣😂🤣😂❄️ Good thing you're tweeting politics so we al… https://t.co/mw9kznfi7r
555,555,hollatchaboy26,"Arizona, USA",2016-12-11 18:18:38,Karen’s need to watch out... the world ain’t having it no more. This is your warning ⚠️ pay attention. You’re going… https://t.co/MxuVNJGLgS
556,556,Di_719,,2012-08-06 04:32:57,"Why can't all these #QAnon idiots just have a bleach party and stop getting the rest of us sicker?

Not only physic… https://t.co/RpIBC2tDuG"
557,557,AHall87031612,"Anderson, SC",2016-10-10 05:05:25,"The slap heard around the Twitter-verse. #KarenGotSlapped
#StrangerDangerAdultStyle
#KarenStrikesAgain 
#Karendemic https://t.co/FElrqBRuqW"
558,558,Nobulgebriefs,"New York, NY",2018-06-30 22:06:49,#Karens #KarenStrikesAgain #karensgonewild @KeriHilson son I could watch this Queen slap this white lady over and o… https://t.co/BzGxeHMgbY
559,559,Blac1st,"Jackson, MS",2017-09-10 15:30:19,Karen is at it again! Tells young lady to go back to her country. #KarenStrikesAgain #KarenSlap👋🏽 https://t.co/twpjzdE5Vj
560,560,iamchanteezy,"New York, NY",2009-05-27 21:28:58,Here go the Karens again..🤦🏾‍♀️😡#KarenStrikesAgain https://t.co/Nv1XZLYFLx
561,561,Beutifulgame,No Planet B,2012-10-28 12:58:15,@realTuckFrumper #KarenStrikesAgain The Karens are learning their lessons.
562,562,jcarroll5231,"Washington, USA",2010-09-08 21:49:08,@twendi66 @DavidHarlan3 She's upset about having to wear a mask but not upset that Americans are being killed by po… https://t.co/GYVvbD8ZQI
563,563,GeneOrejana,New Zealand,2014-07-04 07:07:48,Ouch! Serves you right! #Karen #KarenStrikesAgain #RacismInAmerica https://t.co/nPX4xAtliX
564,564,PaulaVotesBLUE,"Reno, NV",2011-02-03 03:32:41,"@wtfdic_hour @mojojaxville @MarketBasket Ok, #KarenStrikesAgain I don't go in public anymore without a mask. Not fo… https://t.co/uECIV17LOX"
565,565,hermebee,"Calgary, Alberta",2019-04-19 16:09:38,YouTube has like a million videos showing random white women calling cops on black men minding their business!… https://t.co/dQAsrTSbCN
566,566,JohnMcCormick,"West Hollywood, CA",2008-10-20 22:46:01,Look out @Karen has an ice maker. #KarenStrikesAgain  https://t.co/7ATKAI717k
567,567,DamienJamar336,336,2011-06-30 19:15:18,"This shit is unbelievable. She should’ve been slapped harder. #Phoenix #Karen #KarenStrikesAgain #PhoenixKaren 
 https://t.co/QeddXiYOkP"
568,568,str8nochase,"Atlanta, GA",2015-10-15 20:45:41,Today on “ohhh Karen” LOL #KarenStrikesAgain https://t.co/1HnDdD79h3
569,569,sulovebug,SoCal,2009-03-07 00:33:37,"Step the eff off Phx Karen!! Get a clue, you’re the one who’s ancestors aren’t from here!  #phoenixkaren… https://t.co/W75HuB1r03"
570,570,Justica4all,United States,2010-12-30 14:25:47,@HoarseWisperer Is that Karen #KarenStrikesAgain
571,571,airedog,Bradenton Fl,2008-08-16 17:03:50,#KarenStrikesAgain and gets struck https://t.co/jKPgfXRjMe
572,572,Michell91374063,,2020-01-30 21:47:56,"@HoarseWisperer Snobby Wellington in Palm beach county. It figures... 
#KarenStrikesAgain https://t.co/uCopaNWfdu"
573,573,ZeezyMulla,"Taipei City, Taiwan",2011-12-03 01:05:28,When #Karen gets stuck in an Asian body #KarenStrikesAgain https://t.co/1a09MkqYC8
574,574,f_wuhan,,2013-09-23 19:34:24,@YeshaCallahan I give you freedom Karen boy....come to Russia... I let you fuck unicorn for free...lol… https://t.co/9igvpdfjd2
575,575,justbettiee,"Bournemouth, England",2020-01-06 23:56:49,Can’t wait to wear a mask at work so I can give Karen’s all the dirty looks I want and they won’t be to tell👏 #bartender #KarenStrikesAgain
576,576,DBlundellShow,Toronto,2009-03-05 16:46:38,"Gary with the boiler, bucket hat and white new balance shoes is not pleased 

#KarenStrikesAgain #GaryStrikesAgain https://t.co/x5ncFCpdKr"
577,577,cuttinghossfan,"California, USA",2010-04-26 09:29:10,This woman is horrible #KarenStrikesAgain @NoNegativity50 @WedPlannerSteve https://t.co/JbvXJMd6BV
578,578,misspsychoscorp,New York,2008-08-18 05:42:27,@jerryllucas @semperdiced @Kerry4taz My favorite part is when she acts like a manager &amp; tells the guy filming to le… https://t.co/lboAP978U4
579,579,SugarBrownSuga,,2019-07-10 22:01:35,"@kingsrush The B I T CH #Karen

#KarenStrikesAgain"
580,580,crazykarens,,2020-06-06 21:55:18,"Karen looked a little hungry but I don’t think she wanted a knuckle sandwich 😩.
#karen #karens #KarenStrikesAgain… https://t.co/sW7f9VpCu0"
581,581,Glorivime,Florida USA,2016-03-18 02:45:51,Oh Karen you got what. You were looking for! #BlackLivesMatter #KarenStrikesAgain https://t.co/Qs3PAGjYDt
582,582,DelinquentNoah,KamelotResidence Stalking Tyki,2013-12-09 05:48:24,That’s what I call SLAPPED HAM! #BlackLivesMattters #KarenStrikesAgain https://t.co/VZwKXCWuiT
583,583,PhoenixQueen15,close to the MOUSE,2019-05-18 14:04:41,"@kingsrush If she is Native, that woman is real lucky nothing else came of this. Native women are no push overs, ta… https://t.co/BIXI4nEGt4"
584,584,sweetest_cin_,California ♡,2009-04-29 09:09:32,"Karen got slapped and banned. Well deserved for that racist entitled bitch!!!!!!!! 
 #mustwatch #KarenStrikesAgain… https://t.co/EUXkc2Ehqg"
585,585,AZ_NoWAY,USA,2012-08-13 18:05:34,"#PhoenixKaren proud this happened in my hometown 

🤦🏽‍♂️ You just to come up to a latina like that 

#slappedkaren… https://t.co/3XQNoK1Q7X"
586,586,swtseptember928,United States,2011-12-21 00:52:38,@DMSolano @SpeakerPelosi Gotta love when #KarenStrikesAgain!! #You don’t get it because you don’t want to. Gotta le… https://t.co/KAxYw9J5i5
587,587,crazykarens,,2020-06-06 21:55:18,"Karen has a MELTDOWN because she thinks she’s a bike gang leader but is sadly mistaken 
#karen #karens… https://t.co/Evr6rI0SlL"
588,588,happinessbccc,"Hastings-on-Hudson, NY",2017-11-15 00:31:51,.#KarenStrikesAgain Karens influence innocent minds! The world will never change if Karens keep being Karens! Good… https://t.co/ommjjzEAUI
589,589,wolfdoglover,United States,2009-05-11 10:23:04,Yes! I say slap 👋 every Karen who gets in your face. They don’t understand language or reasoning. Sorry not sorry.… https://t.co/bIJHQN9cTU
590,590,Harper36805323,,2019-12-29 11:38:01,"@DSandyToes6 @kingsrush Me too, more anger than I have felt in a lifetime. #KarenStrikesAgain"
591,591,happinessbccc,"Hastings-on-Hudson, NY",2017-11-15 00:31:51,.#KarenStrikesAgain Miserable old hag! https://t.co/Qlz9FkjsOC
592,592,Jstalilred,"Georgia, USA",2012-03-26 20:12:35,@nerdonomicon @UniversalORL Perhaps these people suffer from trouble breathing in a mask. Don't most masks have you… https://t.co/uHNVuIwS4z
593,593,nicky_zyx,"California, USA",2019-11-28 03:47:26,#Karen #KarenStrikesAgain #Racist #RacistKarma @tmz (link in thread) https://t.co/FQ1JtHeXF7
594,594,jon_j_kuhn,,2014-03-16 17:38:29,Dear people actually named Karen.  It’s a small sacrifice you are all making. #karen #KarenStrikesAgain #karensgonewild
595,595,RealSaleemJuma,"Bellevue, WA",2019-03-31 07:42:55,"Liberal White Women.

Every. Single. Time. 🤷

I'm just saying folks. 

#BlackLivesMatter #Karen #KarensForBLM… https://t.co/FolyOZlAtt"
596,596,BcuzImLarry,,2019-03-23 01:25:33,The #slap heard around the world! #TamaraHarrian got what she deserved #Karen #racist #KarenStrikesAgain https://t.co/SV8NrE0nt5
597,597,Beutifulgame,No Planet B,2012-10-28 12:58:15,@wtfdic_hour @UncleOdit @MarketBasket #KarenStrikesAgain They are all coming out of the woodwork but one by one we… https://t.co/aPA7Zrs0nu
598,598,ColleenDFitz,Canada & USA,2009-09-11 17:35:28,"#PhoenixKaren grabbed the wrong women #KarenStrikesAgain #StopHate 

https://t.co/M9RT1eg2cR"
599,599,yopui,"Houston, TX",2009-03-25 02:31:32,Racists telling on themselves all over the place #KarenStrikesAgain #BlackLivesMatter https://t.co/hT8cQqJBh6
600,600,JessCoachLove,No. CA,2011-08-02 17:54:56,She's fortunate it was a slap. #KarenStrikesAgain https://t.co/gCIQn3nygs
601,601,IAmGem13,,2012-11-05 14:24:07,⁦@ZaslowShow⁩ ⁦@amberw790⁩ #KarenStrikesAgain (and this time she got struck back) https://t.co/ZvjCAxxyf8
602,602,BuildTheWave,"Brooklyn, NY",2017-06-05 00:24:49,@IngrahamAngle Thanks #KarenStrikesAgain
603,603,ResistBigly,"New York, USA",2019-02-06 18:29:30,@wtfdic_hour @MarketBasket “I have a medical issue I can’t wear a mask” 30 seconds later... “I’m healthy” 😂 😂 😂 #KarenStrikesAgain
604,604,BIANCA5D,,2013-12-28 14:17:18,Watch who you run up on Karen! Phoenix ‘Karen’ Gets Slapped Across the Face After Her Racist Rant [Watch Video]… https://t.co/Pc20ybnaNk
605,605,mrmagic2020,Reality ,2020-03-13 01:23:23,@DyamiThomas I think she asked racist #KarenStrikesAgain this😂 ⬇️⬇️⬇️ https://t.co/PJuJMmkOOq
606,606,quiet_quinn,Canada,2018-01-05 01:31:49,"#KarenStrikesAgain 
It's scary to see that there are so many fucking KARENS in this world. https://t.co/5St7URRBKt"
607,607,crazykarens,,2020-06-06 21:55:18,"Karen the COP makes an arrest 🗣🗣Thank God she’s keeping the neighborhood safe🤗 
#karen #karens #KarenStrikesAgain… https://t.co/MapYG35lOm"
608,608,EgyptianDon99,"Dix Hills, NY",2015-01-11 09:58:14,Lmaoo these Karens are everywhere #KarenStrikesAgain https://t.co/4pHTMoO9XA
609,609,SayNoMore122011,,2010-10-03 19:16:24,"The #Russian version of #Karen LOL
""She's playing the back card"" and I'm playing the pregnant card… https://t.co/L2pjcfWlcZ"
610,610,Rileywohlman,,2014-04-04 15:29:35,I’m at the airport and have seen three people so far walking around without masks on....they’re all white....they’r… https://t.co/HK1PRn1XpC
611,611,AndyQuito3,"Jamaica Center, Queens",2019-07-23 03:36:41,Another #KarenStrikesAgain https://t.co/s6jqDxDB5k
612,612,Flyin_Nrs,,2011-03-13 18:17:47,"Watch out for your freedom, and I'm not wearing a mask. #KarenStrikesAgain https://t.co/zzWMDEHrVn"
613,613,markcreech123,,2011-10-25 17:55:58,This “#KarenStrikesAgain knows not to put your hands on a Latina. #whatdidthefivefingerssaytotheface https://t.co/1lBr5nlWlb
614,614,21Henchman,,2020-05-28 12:23:03,@TomiLahren Oh nooo! Are you triggered Tomi? Or are you just profiting from promoting fear and division? Do worry t… https://t.co/gqE85Y8pXo
615,615,iamcindychu,Los Angeles,2007-11-07 18:58:25,I turned that Karen slap into a TikTok bc it gave me so much joy @TMZ  #karmasabitch #karen #KarenStrikesAgain… https://t.co/MWgUtw2HOi
616,616,mr_ottermatic,"Portland, Oregon",2019-12-03 16:53:08,"When ya look like a b*tch, and act like a b*tch, ya just might be a ""KAREN"", ya b*tch! 🤣👍👏💅

#Sunday… https://t.co/NRR89NRXUn"
617,617,renee3147,"Florida, USA",2017-12-02 18:15:17,"@jeanie31199 @kingsrush Just because Karen is white ,she thinks she is entitled.
#KarenStrikesAgain"
618,618,Pushing_Black,,2018-10-02 23:49:33,"This racist Karen, allegedly Tamara Harriman, experienced some instant Karma as the taste got slapped out of her mo… https://t.co/IQ0z97YMAD"
619,619,Nomad835,"Indianapolis, IN",2019-08-04 13:12:17,"So, dude gets arrested cause another #Karen called their hotline. Now, folks can't even dance because it makes you… https://t.co/ERjbLnSZGM"
620,620,esneet4113,On the Gulf Stream,2013-04-04 16:43:57,😷💔🇺🇸WEAR A MASK YOU DUMB ASS! We’re in the 2nd inning of a PANDEMIC! #Coronavirus will kill you. The mask is for OU… https://t.co/TwJnpICH6l
621,621,MrTHollo,"Norcross, GA",2010-09-08 19:07:56,"@semperdiced Listen #Karens, clearly your privilege will NOT keep you from getting bitch slapped for overstepping y… https://t.co/JLqViQeYrl"
